"","success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"11","","instructions",10,129676,"0.0-8.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":10649.299999952316}]",10649.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"12","","survey-multi-choice",11,138233,"0.0-9.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",8556.29999995232,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"13","","instructions",12,180984,"0.0-11.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":42749.5}]",42749.6999998093,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"14","","instructions",13,190640,"0.0-12.0-0.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":9655.100000143051}]",9655.29999995232,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"15","","Hangman_replay",14,215020,"0.0-12.0-1.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","KENTUCKY","E,I,A,O,U,M,W,R,G,H,D,B,K,N,T,C,Y",17,5,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"16","","instructions",15,218916,"0.0-12.0-2.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":3895.0999999046326}]",3895.59999990463,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"17","","Guess_leaderboard",16,234806,"0.0-12.0-3.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","KENTUCKY","",NA,NA,"",15122.2999999523,60,91,0,89,29,"",NA,"",NA
"18","","instructions",17,249488,"0.0-12.0-0.1",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":14678.599999904633}]",14678.9000000954,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"19","","Hangman_replay",18,302483,"0.0-12.0-1.1",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","FIG","A,E,O,I,S,M,T,H,N,L,R,P,C,G,F",15,3,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"20","","instructions",19,307394,"0.0-12.0-2.1",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":4908.299999952316}]",4909,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"21","","Guess_leaderboard",20,311545,"0.0-12.0-3.1",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","FIG","",NA,NA,"",3385.90000009537,70,60,1,53,17,"",NA,"",NA
"22","","instructions",21,315181,"0.0-12.0-0.2",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":3633}]",3633.09999990463,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"23","","Hangman_replay",22,333068,"0.0-12.0-1.2",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","SHAKIRA","D,V,X,Y,H,G,K,S,T,A,R,I",12,9,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"24","","instructions",23,334858,"0.0-12.0-2.2",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":1787.2999999523163}]",1787.70000004768,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"25","","Guess_leaderboard",24,340107,"0.0-12.0-3.2",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","SHAKIRA","",NA,NA,"",4487.79999995232,48,32,2,90,42,"",NA,"",NA
"26","","instructions",25,342597,"0.0-12.0-0.3",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":2487.5999999046326}]",2487.79999995232,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"27","","Hangman_replay",26,382716,"0.0-12.0-1.3",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","WRIST","N,T,A,E,I,S,W,R",8,12,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"28","","instructions",27,384229,"0.0-12.0-2.3",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":1512.5}]",1512.69999980927,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"29","","Guess_leaderboard",28,388733,"0.0-12.0-3.3",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","WRIST","",NA,NA,"",3733.89999985695,19,35,3,44,25,"",NA,"",NA
"30","","instructions",29,390413,"0.0-12.0-0.4",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":1676.9000000953674}]",1677.10000014305,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"31","","Hangman_replay",30,419973,"0.0-12.0-1.4",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","THIRTY FOUR","E,R,Y,T,H,I,F,O,U",9,14,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"32","","instructions",31,421633,"0.0-12.0-2.4",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":1659.0999999046326}]",1659.39999985695,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"33","","Guess_leaderboard",32,425340,"0.0-12.0-3.4",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",NA,"","","","","THIRTY FOUR","",NA,NA,"",2948.5,14,53,4,24,10,"",NA,"",NA
"34","","survey-text",33,460642,"0.0-13.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",35295.9000000954,"{""Q0"":""our""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"thirty four",NA,"",NA
"35","","survey-multi-choice",34,467910,"0.0-14.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",7264.90000009537,"{""Q0"":""1. I would be <b>first</b> out of the six of us.""}","[0]","","self-rating","","",NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,"",NA
"36","","html-slider-response",35,475774,"0.0-15.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",7860.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","29","<p>Overall, how confident were you in your answer to this last question?</p>",29
"37","","survey-text",36,493602,"0.0-16.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",17826,"{""Q0"":""what i'm paying attention to""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"38","","survey-text",37,499634,"0.0-17.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"",6028.59999990463,"{""Q0"":""no""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"39","","instructions",38,504097,"0.0-18.0",NA,500,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","656e0dab178ffccdaa47202e","66a3ee5c40e54dd1270e7078",1,0,0,"false",1,29,"[{""page_index"":0,""viewing_time"":4462.5}]",4462.70000004768,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"40","true","fullscreen",0,31118,"0.0-0.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"41","","instructions",1,34754,"0.0-1.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":3634}]",3634.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"42","","instructions",2,52047,"0.0-2.0-0.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":17291.699999809265}]",17292.0999994278,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"43","","survey-multi-choice",3,67314,"0.0-2.0-1.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",15263.1000003815,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"44","","instructions",4,68794,"0.0-3.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":1477.4000005722046}]",1477.80000019073,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"45","","Hangman",5,109032,"0.0-4.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",NA,"","","","","ZEBRA","T,I,A,N,E,O,C,B,Z,R",10,10,"false",NA,NA,NA,NA,NA,NA,"","","",NA
"46","","instructions",6,131681,"0.0-5.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":2283.5},{""page_index"":1,""viewing_time"":20362.400000572205}]",22647,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"47","","survey-multi-choice",7,158079,"0.0-6.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",26395.8000001907,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}","[0]","false","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"48","","instructions",8,159609,"0.0-7.0-0.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":1528.2000007629395}]",1528.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"49","","survey-multi-choice",9,161630,"0.0-7.0-1.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",2019.39999961853,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"50","","instructions",10,172557,"0.0-8.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":10925.39999961853}]",10925.6999998093,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"51","","survey-multi-choice",11,179275,"0.0-9.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",6715.60000038147,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"52","","instructions",12,191276,"0.0-11.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":11999}]",11999.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"53","","instructions",13,208238,"0.0-12.0-0.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"[{""page_index"":0,""viewing_time"":16959.900000572205}]",16960.1999998093,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"54","","type-this",14,213897,"0.0-12.0-1.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",5155.30000019073,"KENTUCKY","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","KENTUCKY","",NA
"55","","Hangman_replay",15,238267,"0.0-12.0-2.0",NA,501,"30,71,43,57,177,5,211,73,188,208,105,196,167,17,180,74,47,255,184,226,116,113,75,176,126,207,255,105,169,167,246,123",250,"66a3ed3c5d10d0e7d8a6b9da","5d7fec0793bb8600164dd05f","66a3f0acb9a9da7351577b7a",1,0,0,"true",3,65,"",NA,"","","","","KENTUCKY","E,I,A,O,U,M,W,R,G,H,D,B,K,N,T,C,Y",17,5,"false",NA,NA,NA,NA,NA,NA,"","","",NA
