"","success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","response","position_RT","position","player","i_game","true_position","distance","last_word","stimulus","confidence_slider_self_response"
"11","","instructions",10,190715,"0.0-11.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":11172.200000047684}]",11172.5999999046,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"12","","instructions",11,229415,"0.0-12.0-0.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":38698.199999809265}]",38698.2999999523,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"13","","type-this",12,238477,"0.0-12.0-1.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",8558.29999995232,"USAIN BOLT","","","","","",NA,NA,"","USAIN BOLT",NA,NA,NA,NA,NA,NA,"","",NA
"14","","Hangman_replay",13,287980,"0.0-12.0-2.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","USAIN BOLT","E,A,I,O,S,N,U,B,L,T",10,14,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"15","","instructions",14,292398,"0.0-12.0-3.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":4416.5}]",4417.10000014305,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"16","","Guess_leaderboard",15,299792,"0.0-12.0-4.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","USAIN BOLT","",NA,NA,"","",6633.40000009537,40,35,0,47,7,"","",NA
"17","","instructions",16,308888,"0.0-12.0-0.1",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":9093.399999856949}]",9093.69999980927,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"18","","type-this",17,317875,"0.0-12.0-1.1",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",8470.20000004768,"KENTUCKY","","","","","",NA,NA,"","KENTUCKY",NA,NA,NA,NA,NA,NA,"","",NA
"19","","Hangman_replay",18,365998,"0.0-12.0-2.1",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","KENTUCKY","M,C,I,A,F,G,W,K,E,N,T,U,Y",13,9,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"20","","instructions",19,369639,"0.0-12.0-3.1",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":3639.399999856949}]",3639.89999985695,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"21","","Guess_leaderboard",20,375611,"0.0-12.0-4.1",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","KENTUCKY","",NA,NA,"","",5213.20000004768,65,27,1,50,15,"","",NA
"22","","instructions",21,391124,"0.0-12.0-0.2",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":15512.599999904633}]",15512.7999999523,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"23","","type-this",22,397338,"0.0-12.0-1.2",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",5711,"WRIST","","","","","",NA,NA,"","WRIST",NA,NA,NA,NA,NA,NA,"","",NA
"24","","Hangman_replay",23,483352,"0.0-12.0-2.2",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","WRIST","H,A,U,M,T,P,E,F,J,S,R,I,W",13,7,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"25","","instructions",24,487069,"0.0-12.0-3.2",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":3715}]",3716.40000009537,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"26","","Guess_leaderboard",25,490480,"0.0-12.0-4.2",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","WRIST","",NA,NA,"","",2652.09999990463,78,89,2,58,20,"","",NA
"27","","instructions",26,495913,"0.0-12.0-0.3",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":5431.299999952316}]",5431.5,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"28","","type-this",27,512557,"0.0-12.0-1.3",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",16140.0999999046,"NECTARINE","","","","","",NA,NA,"","NECTARINE",NA,NA,NA,NA,NA,NA,"","",NA
"29","","Hangman_replay",28,574486,"0.0-12.0-2.3",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","NECTARINE","A,E,B,C,D,F,G,H,P,S,T,N,R,I",14,8,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"30","","instructions",29,577334,"0.0-12.0-3.3",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":2847}]",2847.39999985695,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"31","","Guess_leaderboard",30,587899,"0.0-12.0-4.3",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","NECTARINE","",NA,NA,"","",9808.40000009537,28,9,3,49,21,"","",NA
"32","","instructions",31,593472,"0.0-12.0-0.4",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":5570.899999856949}]",5571.09999990463,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"33","","type-this",32,602269,"0.0-12.0-1.4",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",8293,"THIRTY FOUR","","","","","",NA,NA,"","THIRTY FOUR",NA,NA,NA,NA,NA,NA,"","",NA
"34","","Hangman_replay",33,628554,"0.0-12.0-2.4",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","THIRTY FOUR","F,O,U,R,T,H,I,Y",8,15,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"35","","instructions",34,630539,"0.0-12.0-3.4",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":1983.7999999523163}]",1984.09999990463,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"36","","Guess_leaderboard",35,636833,"0.0-12.0-4.4",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",NA,"","","","","THIRTY FOUR","",NA,NA,"","",5536.10000014305,10,16,4,20,10,"","",NA
"37","","survey-text",36,645138,"0.0-13.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",8302.29999995232,"{""Q0"":""THIRTY FOUR""}","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"thirty four","",NA
"38","","survey-multi-choice",37,656524,"0.0-14.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",11384.0999999046,"{""Q0"":""3. I would be <b>third</b> out of the six of us.""}","[0]","","self-rating","","",NA,NA,"","",NA,3,NA,NA,NA,NA,"","",NA
"39","","html-slider-response",38,660571,"0.0-15.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",4044.60000014305,"","","","","","",NA,NA,"","18",NA,NA,NA,NA,NA,NA,"","<p>Overall, how confident were you in your answer to this last question?</p>",18
"40","","survey-text",39,679207,"0.0-16.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",18633.5,"{""Q0"":""Evaluations of players based on speed vs strategy""}","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"41","","survey-text",40,690165,"0.0-17.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"",10956.0999999046,"{""Q0"":""No, nothing in particular.""}","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"42","","instructions",41,700159,"0.0-18.0",NA,401,"39,186,220,152,61,241,120,11,96,194,179,250,157,58,25,160,14,70,170,199,152,69,31,15,235,220,165,41,32,250,173,223",200,"66a22c0758a3d5c9d26873c6","6652982569df798e71daaf11","66a232b3477d50b7aea0b065",1,0,0,"true",3,18,"[{""page_index"":0,""viewing_time"":9993.799999952316}]",9994,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"43","true","fullscreen",0,3603,"0.0-0.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"44","","instructions",1,6218,"0.0-1.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":2614.5}]",2614.79999995232,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"45","","instructions",2,12080,"0.0-2.0-0.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":5861.100000023842}]",5861.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"46","","survey-multi-choice",3,18453,"0.0-2.0-1.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",6369.69999992847,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"47","","instructions",4,19670,"0.0-3.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":1216.7999999523163}]",1217.10000002384,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"48","","Hangman",5,40175,"0.0-4.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",NA,"","","","","ZEBRA","A,E,S,R,Z,B",6,14,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"49","","instructions",6,55508,"0.0-5.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":1753.7999999523163},{""page_index"":1,""viewing_time"":13577}]",15331.6999999285,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"50","","survey-multi-choice",7,59797,"0.0-6.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",4287.80000007153,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"51","","instructions",8,68022,"0.0-8.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":8224.5}]",8224.79999995232,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"52","","survey-multi-choice",9,72353,"0.0-9.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",4329.60000002384,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"53","","instructions",10,78596,"0.0-11.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":6241}]",6241.30000007153,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"54","","instructions",11,83695,"0.0-12.0-0.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":5097.300000071526}]",5097.60000002384,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"55","","Hangman_replay",12,145627,"0.0-12.0-1.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",NA,"","","","","NECTARINE","A,E,B,C,D,F,G,H,P,S,T,N,R,I",14,8,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"56","","instructions",13,148272,"0.0-12.0-2.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"[{""page_index"":0,""viewing_time"":2644.399999976158}]",2644.79999995232,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"57","","Guess_leaderboard",14,152714,"0.0-12.0-3.0",NA,402,"67,151,78,215,64,102,178,7,195,15,253,15,237,81,70,118,46,108,96,116,90,201,119,0,75,193,69,7,199,196,43,80",201,"66a22c0758a3d5c9d26873c6","65eb6ffd3cd8843ed98975a5","66a235d63a8a52dc827bc928",1,0,0,"false",3,82,"",NA,"","","","","NECTARINE","",NA,NA,"",NA,3686.90000009537,68,9,0,49,19,"","",NA
