"","success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"16","","survey-multi-choice",15,135710,"0.0-9.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",4165.20000000019,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"17","","instructions",16,156615,"0.0-11.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":20902.399999999907}]",20902.7999999998,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"18","","instructions",17,168294,"0.0-12.0-0.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":11677.200000000186}]",11677.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"19","","Hangman_replay",18,226537,"0.0-12.0-1.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","KENTUCKY","A,I,E,K,N,T,U,C,Y",9,13,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"20","","instructions",19,230072,"0.0-12.0-2.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":3532.7999999998137}]",3533.90000000037,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"21","","Guess_leaderboard",20,242400,"0.0-12.0-3.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","KENTUCKY","",NA,NA,"",11562.0999999996,15,5,0,8,7,"",NA,"",NA
"22","","instructions",21,247283,"0.0-12.0-0.1",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":4880.899999999441}]",4881.09999999963,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"23","","Hangman_replay",22,280335,"0.0-12.0-1.1",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","SHAKIRA","E,A,S,H,K,I,R",7,14,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"24","","instructions",23,281671,"0.0-12.0-2.1",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":1334.3999999994412}]",1334.79999999981,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"25","","Guess_leaderboard",24,285567,"0.0-12.0-3.1",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","SHAKIRA","",NA,NA,"",3140.79999999981,12,11,1,19,7,"",NA,"",NA
"26","","instructions",25,290136,"0.0-12.0-0.2",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":4566.600000000559}]",4566.90000000037,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"27","","Hangman_replay",26,333684,"0.0-12.0-1.2",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","THIRTY FOUR","E,A,S,N,I,R,T,H,Y,F,O,U",12,11,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"28","","instructions",27,334691,"0.0-12.0-2.2",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":1005.4000000003725}]",1005.90000000037,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"29","","Guess_leaderboard",28,337201,"0.0-12.0-3.2",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","THIRTY FOUR","",NA,NA,"",1754.79999999981,30,81,2,65,35,"",NA,"",NA
"30","","instructions",29,338418,"0.0-12.0-0.3",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":1215.699999999255}]",1216.09999999963,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"31","","Hangman_replay",30,358338,"0.0-12.0-1.3",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","NECTARINE","B,A,N,R,S,T,L,E,C,I",10,12,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"32","","instructions",31,359334,"0.0-12.0-2.3",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":993.7999999998137}]",994.200000000186,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"33","","Guess_leaderboard",32,364068,"0.0-12.0-3.3",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","NECTARINE","",NA,NA,"",3974.20000000019,19,33,3,72,53,"",NA,"",NA
"34","","instructions",33,365601,"0.0-12.0-0.4",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":1530.7999999998137}]",1531.09999999963,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"35","","Hangman_replay",34,417471,"0.0-12.0-1.4",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","THUMB","A,I,E,O,U,T,R,H,M,B",10,10,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"36","","instructions",35,419301,"0.0-12.0-2.4",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":1828.0999999996275}]",1828.59999999963,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"37","","Guess_leaderboard",36,421552,"0.0-12.0-3.4",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",NA,"","","","","THUMB","",NA,NA,"",1486.5,43,84,4,28,15,"",NA,"",NA
"38","","survey-text",37,428257,"0.0-13.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",6701.20000000019,"{""Q0"":""thumb""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"thumb",NA,"",NA
"39","","survey-multi-choice",38,436827,"0.0-14.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",8567.89999999944,"{""Q0"":""3. I would be <b>third</b> out of the six of us.""}","[0]","","self-rating","","",NA,NA,"",NA,3,NA,NA,NA,NA,"",NA,"",NA
"40","","html-slider-response",39,440881,"0.0-15.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",4050.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","0","<p>Overall, how confident were you in your answer to this last question?</p>",0
"41","","survey-text",40,455174,"0.0-16.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",14289.1999999993,"{""Q0"":""how smart these players are ""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"42","","survey-text",41,460576,"0.0-17.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"",5400.20000000019,"{""Q0"":""no""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"43","","instructions",42,490071,"0.0-18.0",NA,20,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5d4c78071b920f00198e8533","669a5c6f777f0ecd9e7b0369",1,0,0,"false",3,0,"[{""page_index"":0,""viewing_time"":29493.700000000186}]",29494.1000000006,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"44","true","fullscreen",0,5259,"0.0-0.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"45","","instructions",1,9497,"0.0-1.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":4237.100000008941}]",4237.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"46","","instructions",2,36889,"0.0-2.0-0.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":27391}]",27391.299999997,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"47","","survey-multi-choice",3,44353,"0.0-2.0-1.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",7463.5,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"48","","instructions",4,46233,"0.0-3.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":1878.5999999940395}]",1878.79999999702,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"49","","Hangman",5,99552,"0.0-4.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",NA,"","","","","ZEBRA","A,E,H,N,S,T,C,O,R,P,L,F,W,J,B,Z",16,4,"false",NA,NA,NA,NA,NA,NA,"","","",NA
"50","","instructions",6,119697,"0.0-5.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":2543.5},{""page_index"":1,""viewing_time"":17599.90000000596}]",20143.900000006,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"51","","survey-multi-choice",7,132857,"0.0-6.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",13159.200000003,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}","[0]","false","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"52","","instructions",8,135201,"0.0-7.0-0.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":2343.1000000089407}]",2343.20000000298,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"53","","survey-multi-choice",9,150817,"0.0-7.0-1.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",15615.5,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"54","","instructions",10,164897,"0.0-8.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"[{""page_index"":0,""viewing_time"":14078.59999999404}]",14078.799999997,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
"55","","survey-multi-choice",11,179858,"0.0-9.0",NA,21,"74,68,220,21,54,66,4,168,15,232,14,144,57,69,92,193,96,130,129,130,15,226,178,79,30,82,51,173,230,175,29,213",10,"669a58f4f17d67c0aba4c4d3","5589565cfdf99b6bd06016dc","669a5eba8f75d5d46fa21d4a",1,0,0,"true",4,18,"",14959.700000003,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA
